Timestamp,Symbol,Bid_Price,Bid_Size,Offer_Price,Offer_Size,Best_Bid_Price,Best_Bid_Size,Best_Offer_Price,Best_Offer_Size,Participant_Timestamp
01-07-2020 10:02,AAPL,299.03,1,299.09,1,299.06,2,299.09,1,1.00E+14
01-07-2020 10:02,AAPL,299.01,2,299.06,3,299.03,2,299.06,3,1.00E+14
01-07-2020 10:02,AAPL,299.01,2,299.05,3,299.01,2,299.05,6,1.00E+14
01-07-2020 10:02,AAPL,299.01,1,299.06,1,299.01,1,299.05,5,1.00E+14
01-07-2020 10:02,AAPL,299.03,2,299.06,1,299.03,2,299.05,2,1.00E+14
01-07-2020 10:02,AAPL,299.03,2,299.08,2,299.03,2,299.08,2,1.00E+14
01-07-2020 10:02,AAPL,299.04,1,299.09,1,299.05,2,299.09,1,1.00E+14
01-07-2020 10:02,AAPL,299.05,2,299.09,1,299.05,2,299.08,1,1.00E+14
01-07-2020 10:02,AAPL,299.1,3,299.13,1,299.1,3,299.13,1,1.00E+14
01-07-2020 10:02,AAPL,299.08,2,299.13,1,299.08,2,299.13,5,1.00E+14
01-07-2020 10:02,AAPL,299.09,2,299.15,1,299.11,1,299.15,5,1.00E+14
01-07-2020 10:02,AAPL,299.13,1,299.17,2,299.16,1,299.17,2,1.00E+14
01-07-2020 10:02,AAPL,299.05,2,299.1,1,299.07,1,299.1,3,1.00E+14
01-07-2020 10:02,AAPL,299.1,1,299.17,2,299.1,1,299.15,2,1.00E+14
01-07-2020 10:02,AAPL,299.11,2,299.17,2,299.11,2,299.15,1,1.00E+14
01-07-2020 10:02,AAPL,299.09,2,299.15,1,299.1,3,299.15,2,1.00E+14
01-07-2020 10:02,AAPL,299.1,3,299.15,2,299.1,3,299.13,1,1.00E+14
01-07-2020 10:02,AAPL,299.06,2,299.11,2,299.08,6,299.11,3,1.00E+14
01-07-2020 10:02,AAPL,299.09,1,299.15,2,299.1,1,299.15,4,1.00E+14
01-07-2020 10:02,AAPL,299.08,4,299.15,4,299.1,1,299.13,1,1.00E+14
01-07-2020 10:02,AAPL,299.1,2,299.15,2,299.1,2,299.15,4,1.00E+14
01-07-2020 10:02,AAPL,299.06,2,299.11,3,299.08,1,299.11,3,1.00E+14
01-07-2020 10:02,AAPL,299.08,1,299.1,1,299.08,1,299.09,3,1.00E+14
01-07-2020 10:02,AAPL,299.06,1,299.13,1,299.06,4,299.11,2,1.00E+14
01-07-2020 10:02,AAPL,299.03,4,299.09,2,299.06,1,299.09,2,1.00E+14
01-07-2020 10:02,AAPL,298.62,1,299.55,1,299.02,1,299.06,1,1.00E+14
01-07-2020 10:02,AAPL,298.99,2,299.02,2,299,12,299.02,2,1.00E+14
01-07-2020 10:02,AAPL,298.96,1,299.01,1,298.99,1,299.01,1,1.00E+14
01-07-2020 10:02,AAPL,298.99,1,299.03,2,299.01,1,299.03,2,1.00E+14
01-07-2020 10:02,AAPL,299,1,299.03,1,299.01,1,299.03,1,1.00E+14
01-07-2020 10:02,AAPL,298.62,3,298.97,1,298.92,1,298.95,1,1.00E+14
01-07-2020 10:02,AAPL,298.89,3,298.94,1,298.9,2,298.94,5,1.00E+14
01-07-2020 10:02,AAPL,298.87,3,298.93,3,298.87,3,298.92,2,1.00E+14
01-07-2020 10:02,AAPL,298.91,1,298.96,3,298.91,1,298.94,3,1.00E+14
01-07-2020 10:02,AAPL,298.88,2,298.93,1,298.92,1,298.93,1,1.00E+14
01-07-2020 10:02,AAPL,298.86,1,298.93,1,298.87,2,298.91,2,1.00E+14
01-07-2020 10:02,AAPL,298.88,2,298.95,4,298.89,3,298.94,2,1.00E+14
01-07-2020 10:02,AAPL,298.89,1,298.93,2,298.89,1,298.93,3,1.00E+14
01-07-2020 10:02,AAPL,298.83,2,298.87,2,298.84,1,298.87,2,1.00E+14
01-07-2020 10:02,AAPL,298.87,2,298.91,1,298.88,1,298.91,1,1.00E+14
01-07-2020 10:02,AAPL,298.87,2,298.93,1,298.89,1,298.91,2,1.00E+14
01-07-2020 10:02,AAPL,298.49,1,299.28,1,298.9,1,298.93,1,1.00E+14
01-07-2020 10:02,AAPL,298.89,1,298.92,1,298.89,1,298.92,3,1.00E+14
01-07-2020 10:02,AAPL,298.89,1,298.93,2,298.89,1,298.93,2,1.00E+14
01-07-2020 10:02,AAPL,298.89,1,298.93,1,298.89,1,298.93,3,1.00E+14
01-07-2020 10:02,AAPL,298.93,3,298.96,3,298.93,3,298.94,1,1.00E+14
01-07-2020 10:02,AAPL,298.91,1,298.94,1,298.93,2,298.94,1,1.00E+14
01-07-2020 10:02,AAPL,298.91,1,298.95,3,298.91,1,298.95,3,1.00E+14
01-07-2020 10:02,AAPL,298.84,2,298.89,2,298.87,1,298.89,2,1.00E+14
01-07-2020 10:02,AAPL,298.89,2,298.95,2,298.91,1,298.95,2,1.00E+14
01-07-2020 10:02,AAPL,298.9,2,298.95,1,298.91,2,298.95,1,1.00E+14
01-07-2020 10:02,AAPL,298.92,1,298.95,1,298.92,5,298.95,1,1.00E+14
01-07-2020 10:02,AAPL,298.92,1,298.97,2,298.92,1,298.95,1,1.00E+14
01-07-2020 10:02,AAPL,298.87,2,298.93,2,298.87,2,298.92,3,1.00E+14
01-07-2020 10:02,AAPL,298.89,1,299.22,1,298.89,1,298.94,3,1.00E+14
01-07-2020 10:03,AAPL,298.87,2,298.92,4,298.88,4,298.92,4,1.00E+14
01-07-2020 10:03,AAPL,298.94,4,298.97,2,298.95,1,298.97,2,1.00E+14
01-07-2020 10:03,AAPL,299,1,299.03,1,299,1,299.01,1,1.00E+14
01-07-2020 10:03,AAPL,299.04,3,299.08,2,299.04,3,299.08,4,1.00E+14
01-07-2020 10:03,AAPL,299.04,3,299.08,2,299.05,4,299.08,2,1.00E+14
01-07-2020 10:03,AAPL,299.04,1,299.09,2,299.05,2,299.09,2,1.00E+14
01-07-2020 10:03,AAPL,299,2,299.06,3,299.02,4,299.06,3,1.00E+14
01-07-2020 10:03,AAPL,298.99,2,299.04,3,299,3,299.04,3,1.00E+14
01-07-2020 10:03,AAPL,299.02,1,299.03,1,299.02,1,299.03,1,1.00E+14
01-07-2020 10:03,AAPL,299,2,299.05,1,299.01,3,299.05,1,1.00E+14
01-07-2020 10:03,AAPL,298.92,5,298.98,3,298.93,2,298.98,3,1.00E+14
01-07-2020 10:03,AAPL,298.92,2,298.96,1,298.92,2,298.96,1,1.00E+14
01-07-2020 10:03,AAPL,298.38,1,0,0,298.97,1,299.01,1,1.00E+14
01-07-2020 10:03,AAPL,299.01,2,299.03,2,299.01,2,299.02,3,1.00E+14
01-07-2020 10:03,AAPL,298.99,1,299.04,2,298.99,1,299.02,2,1.00E+14
01-07-2020 10:03,AAPL,298.94,1,298.98,1,298.94,1,298.98,2,1.00E+14
01-07-2020 10:03,AAPL,298.91,3,298.97,3,298.91,3,298.96,1,1.00E+14
01-07-2020 10:03,AAPL,298.98,3,299.03,2,298.98,3,299.02,1,1.00E+14
01-07-2020 10:03,AAPL,299.01,1,299.07,3,299.01,1,299.05,1,1.00E+14
01-07-2020 10:03,AAPL,299.04,1,299.09,1,299.07,1,299.09,1,1.00E+14
01-07-2020 10:03,AAPL,299.07,2,299.12,2,299.07,2,299.1,4,1.00E+14
01-07-2020 10:03,AAPL,299.04,2,299.09,2,299.07,1,299.09,2,1.00E+14
01-07-2020 10:03,AAPL,299.03,2,299.07,1,299.03,2,299.07,5,1.00E+14
01-07-2020 10:03,AAPL,299.05,5,299.11,4,299.06,1,299.09,8,1.00E+14
01-07-2020 10:03,AAPL,299.08,2,299.1,4,299.08,2,299.09,8,1.00E+14
01-07-2020 10:03,AAPL,299.06,1,299.1,4,299.07,1,299.09,8,1.00E+14
01-07-2020 10:03,AAPL,299.06,2,299.11,4,299.06,2,299.09,6,1.00E+14
01-07-2020 10:03,AAPL,299.05,5,299.11,4,299.05,5,299.09,6,1.00E+14
01-07-2020 10:03,AAPL,299.07,3,299.11,2,299.07,3,299.09,1,1.00E+14
01-07-2020 10:03,AAPL,299.08,2,299.1,10,299.09,1,299.1,10,1.00E+14
01-07-2020 10:03,AAPL,299.05,2,299.1,11,299.05,3,299.1,11,1.00E+14
01-07-2020 10:03,AAPL,299.05,3,299.09,2,299.05,3,299.08,1,1.00E+14
01-07-2020 10:03,AAPL,299.03,2,299.08,2,299.03,2,299.07,2,1.00E+14
01-07-2020 10:03,AAPL,298.61,1,299.09,1,299.02,2,299.06,3,1.00E+14
01-07-2020 10:03,AAPL,299.01,2,299.06,3,299.02,1,299.06,3,1.00E+14
01-07-2020 10:03,AAPL,298.97,1,299.03,3,299,1,299.03,3,1.00E+14
01-07-2020 10:03,AAPL,298.9,2,298.95,2,298.91,2,298.95,2,1.00E+14
01-07-2020 10:03,AAPL,298.89,2,298.94,3,298.9,3,298.94,3,1.00E+14
01-07-2020 10:03,AAPL,298.9,1,298.93,1,298.9,1,298.93,3,1.00E+14
01-07-2020 10:03,AAPL,298.91,1,298.96,4,298.91,4,298.93,1,1.00E+14
01-07-2020 10:03,AAPL,298.94,1,299.02,1,298.95,1,298.99,1,1.00E+14
01-07-2020 10:03,AAPL,298.94,4,298.99,1,298.96,1,298.98,1,1.00E+14
01-07-2020 10:03,AAPL,298.92,2,298.96,2,298.93,1,298.96,2,1.00E+14
01-07-2020 10:03,AAPL,298.9,2,298.95,2,298.9,2,298.93,2,1.00E+14
01-07-2020 10:03,AAPL,298.89,5,298.93,3,298.91,1,298.93,3,1.00E+14
01-07-2020 10:03,AAPL,298.9,1,298.93,2,298.91,1,298.93,2,1.00E+14
01-07-2020 10:03,AAPL,298.91,1,298.92,1,298.91,1,298.92,1,1.00E+14
01-07-2020 10:03,AAPL,298.87,10,298.91,3,298.88,1,298.9,1,1.00E+14
01-07-2020 10:03,AAPL,298.88,1,298.93,1,298.88,1,298.92,1,1.00E+14
01-07-2020 10:03,AAPL,298.9,1,299.07,1,298.9,1,298.91,1,1.00E+14
01-07-2020 10:03,AAPL,298.91,2,298.96,2,298.92,4,298.96,2,1.00E+14
01-07-2020 10:03,AAPL,298.89,2,298.94,1,298.9,1,298.94,1,1.00E+14
01-07-2020 10:03,AAPL,298.87,2,298.9,1,298.87,10,298.9,1,1.00E+14
01-07-2020 10:03,AAPL,298.5,1,299.07,1,298.88,2,298.92,1,1.00E+14
01-07-2020 10:03,AAPL,298.86,4,298.9,1,298.87,2,298.9,1,1.00E+14
01-07-2020 10:03,AAPL,298.91,2,298.96,1,298.91,2,298.96,4,1.00E+14
01-07-2020 10:03,AAPL,298.91,2,298.96,2,298.92,1,298.96,2,1.00E+14
01-07-2020 10:03,AAPL,298.91,1,298.96,2,298.91,2,298.96,2,1.00E+14
01-07-2020 10:03,AAPL,298.95,2,299.29,1,298.95,2,298.98,34,1.00E+14
01-07-2020 10:03,AAPL,298.94,6,298.98,26,298.97,5,298.98,26,1.00E+14
01-07-2020 10:04,AAPL,298.97,3,298.99,3,298.97,3,298.98,26,1.00E+14
01-07-2020 10:04,AAPL,298.97,7,299,2,298.97,7,298.98,26,1.00E+14
01-07-2020 10:04,AAPL,298.93,1,298.98,27,298.97,7,298.98,27,1.00E+14
01-07-2020 10:04,AAPL,298.91,4,298.96,3,298.93,2,298.96,3,1.00E+14
01-07-2020 10:04,AAPL,298.83,1,298.89,3,298.85,2,298.89,3,1.00E+14
01-07-2020 10:04,AAPL,298.87,1,298.92,3,298.88,1,298.92,3,1.00E+14
01-07-2020 10:04,AAPL,298.84,2,298.87,2,298.84,2,298.85,1,1.00E+14
01-07-2020 10:04,AAPL,298.83,11,298.86,1,298.83,11,298.86,1,1.00E+14
01-07-2020 10:04,AAPL,298.75,5,298.78,1,298.75,5,298.78,2,1.00E+14
01-07-2020 10:04,AAPL,298.63,3,298.71,2,298.63,3,298.69,1,1.00E+14
01-07-2020 10:04,AAPL,298.68,10,298.72,3,298.68,10,298.7,1,1.00E+14
01-07-2020 10:04,AAPL,298.67,1,299.07,1,298.68,11,298.72,2,1.00E+14
01-07-2020 10:04,AAPL,298.68,10,298.72,1,298.68,10,298.71,3,1.00E+14
01-07-2020 10:04,AAPL,298.7,1,298.72,1,298.7,1,298.72,2,1.00E+14
01-07-2020 10:04,AAPL,298.74,1,298.8,3,298.74,1,298.76,1,1.00E+14
01-07-2020 10:04,AAPL,298.76,1,298.78,2,298.77,1,298.78,2,1.00E+14
01-07-2020 10:04,AAPL,298.77,1,298.8,2,298.77,1,298.78,2,1.00E+14
01-07-2020 10:04,AAPL,298.79,1,298.83,1,298.79,1,298.81,2,1.00E+14
01-07-2020 10:04,AAPL,298.82,1,298.85,1,298.82,1,298.85,2,1.00E+14
01-07-2020 10:04,AAPL,298.82,2,299.07,1,298.82,2,298.85,2,1.00E+14
01-07-2020 10:04,AAPL,298.83,2,298.88,2,298.84,1,298.88,2,1.00E+14
01-07-2020 10:04,AAPL,298.83,1,298.89,1,298.84,1,298.88,2,1.00E+14
01-07-2020 10:04,AAPL,298.86,1,298.91,2,298.86,2,298.9,1,1.00E+14
01-07-2020 10:04,AAPL,298.86,2,298.91,2,298.86,2,298.9,3,1.00E+14
01-07-2020 10:04,AAPL,298.85,4,298.9,4,298.87,1,298.9,4,1.00E+14
01-07-2020 10:04,AAPL,298.87,3,298.93,2,298.87,3,298.92,2,1.00E+14
01-07-2020 10:04,AAPL,298.86,3,298.91,2,298.86,3,298.91,2,1.00E+14
01-07-2020 10:04,AAPL,298.86,1,298.91,4,298.86,3,298.91,4,1.00E+14
01-07-2020 10:04,AAPL,298.88,1,298.92,1,298.88,1,298.91,2,1.00E+14
01-07-2020 10:04,AAPL,298.86,1,298.91,2,298.86,1,298.91,2,1.00E+14
01-07-2020 10:04,AAPL,298.89,1,298.95,2,298.89,1,298.93,2,1.00E+14
01-07-2020 10:04,AAPL,298.91,1,298.95,2,298.91,1,298.95,2,1.00E+14
01-07-2020 10:04,AAPL,298.89,2,298.96,2,298.89,2,298.94,1,1.00E+14
01-07-2020 10:04,AAPL,298.91,2,298.96,2,298.91,2,298.96,2,1.00E+14
01-07-2020 10:04,AAPL,298.93,1,298.97,1,298.93,1,298.96,1,1.00E+14
01-07-2020 10:04,AAPL,298.9,1,298.95,4,298.92,1,298.95,4,1.00E+14
01-07-2020 10:04,AAPL,298.92,1,298.95,1,298.92,1,298.95,1,1.00E+14
01-07-2020 10:04,AAPL,298.86,2,298.92,3,298.89,1,298.92,4,1.00E+14
01-07-2020 10:04,AAPL,298.82,2,298.87,1,298.85,1,298.87,1,1.00E+14
01-07-2020 10:04,AAPL,298.77,2,298.87,1,298.85,2,298.86,1,1.00E+14
01-07-2020 10:04,AAPL,298.85,1,298.87,1,298.85,1,298.86,1,1.00E+14
01-07-2020 10:04,AAPL,298.85,1,298.89,3,298.85,5,298.89,5,1.00E+14
01-07-2020 10:04,AAPL,298.91,1,298.95,2,298.91,1,298.93,1,1.00E+14
01-07-2020 10:04,AAPL,298.9,1,298.94,4,298.9,1,298.94,4,1.00E+14
01-07-2020 10:04,AAPL,298.84,1,298.89,1,298.84,2,298.88,1,1.00E+14
01-07-2020 10:04,AAPL,298.84,1,298.88,1,298.85,1,298.88,1,1.00E+14
01-07-2020 10:04,AAPL,298.83,2,298.88,2,298.84,2,298.88,4,1.00E+14
01-07-2020 10:04,AAPL,298.81,1,298.87,1,298.81,1,298.85,3,1.00E+14
01-07-2020 10:04,AAPL,298.82,3,298.88,3,298.83,1,298.88,3,1.00E+14
01-07-2020 10:04,AAPL,298.79,4,298.83,2,298.8,2,298.83,2,1.00E+14
01-07-2020 10:04,AAPL,298.79,1,298.86,1,298.81,2,298.84,1,1.00E+14
01-07-2020 10:04,AAPL,298.79,1,298.81,1,298.79,1,298.8,1,1.00E+14
01-07-2020 10:04,AAPL,298.79,3,298.85,2,298.79,3,298.84,2,1.00E+14
01-07-2020 10:04,AAPL,298.81,3,298.86,2,298.81,3,298.85,1,1.00E+14
01-07-2020 10:04,AAPL,298.78,16,298.85,2,298.8,1,298.83,1,1.00E+14
01-07-2020 10:04,AAPL,298.79,1,299.07,1,298.79,1,298.83,2,1.00E+14
